C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_28_625.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_28_625.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_28_625.jpg, 0, 0, 0, 0.0001403284
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_28_729.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_28_729.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_28_729.jpg, 0, 0, 0, 0.0001400793
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_28_830.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_28_830.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_28_830.jpg, 0, 0, 0, 0.0001408945
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_28_934.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_28_934.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_28_934.jpg, 0, 0, 0, 0.0001412966
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_037.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_037.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_037.jpg, 0, 0, 0, 0.0001467078
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_138.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_138.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_138.jpg, 0, 0, 0, 0.0001403418
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_239.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_239.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_239.jpg, 0, 0, 0, 0.0001407249
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_342.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_342.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_342.jpg, 0, 0, 0, 0.0001403144
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_442.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_442.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_442.jpg, 0, 0, 0, 0.0001395849
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_545.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_545.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_545.jpg, 0, 0, 0, 0.0001437753
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_646.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_646.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_646.jpg, 0, 0, 0, 0.0001404192
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_748.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_748.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_748.jpg, 0, 0, 0, 0.0001417749
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_853.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_853.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_853.jpg, 0, 0, 0, 0.0001438961
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_29_954.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_29_954.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_29_954.jpg, 0, 0, 0, 0.0001407953
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_059.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_059.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_059.jpg, 0, 0, 0, 0.0001405312
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_162.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_162.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_162.jpg, 0, 0, 0, 0.0001414286
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_266.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_266.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_266.jpg, 0, 0, 0, 0.0001419851
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_367.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_367.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_367.jpg, 0, 0, 0, 0.0001397869
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_467.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_467.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_467.jpg, 0, 0, 0, 0.0001419843
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_573.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_573.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_573.jpg, 0, 0, 0, 0.0001420989
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_674.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_674.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_674.jpg, 0, 0, 0, 0.0001402326
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_778.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_778.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_778.jpg, 0, 0, 0, 0.0001404048
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_882.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_882.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_882.jpg, 0, 0, 0, 0.00013994
C:\Users\menez\Desktop\Data\IMG\center_2018_12_08_22_23_30_985.jpg, C:\Users\menez\Desktop\Data\IMG\left_2018_12_08_22_23_30_985.jpg, C:\Users\menez\Desktop\Data\IMG\right_2018_12_08_22_23_30_985.jpg, 0, 0, 0, 0.000140608
